Año;Codigo Provincia;Codigo Municipio;Municipio;Codigo Comarca;Comarca;codigo producto;grupo de cultivo;cultivo;Superficie Secano que no produce;Superficie Secano en producción;Superficie Regadío que no produce;Superficie Regadío en producción
2010;47;146;SAN MIGUEL DEL PINO;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;47;147;SAN PABLO DE LA MORALEJA;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;4;4;;
2010;47;148;SAN PEDRO DE LATARCE;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;8;;
2010;47;150;SAN ROMAN DE HORNIJA;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;19;588;;
2010;47;150;SAN ROMAN DE HORNIJA;3;SUR;0014/10;OLIVAR Y OTROS C.I.;MORERA Y OTROS;1;;;
2010;47;152;SANTA EUFEMIA DEL ARROYO;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;47;153;SANTERVAS DE CAMPOS;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;47;154;SANTIBAÑEZ DE VALCORBA;4;SURESTE I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;2;;
2010;47;156;SAN VICENTE DEL PALACIO;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;6;;;
2010;47;157;SARDON DE DUERO;4;SURESTE I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;211;;
2010;47;158;SECA (LA);3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;200;2781;;
2010;47;159;SERRADA;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;46;837;;
2010;47;160;SIETE IGLESIAS DE TRABANCOS;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;13;12;;
2010;47;160;SIETE IGLESIAS DE TRABANCOS;3;SUR;0014/10;OLIVAR Y OTROS C.I.;MORERA Y OTROS;2;;;
2010;47;161;SIMANCAS;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;47;163;TIEDRA;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;47;164;TORDEHUMOS;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;47;165;TORDESILLAS;3;SUR;0012/01;FRUTALES;MANZANO;;;3;5
2010;47;165;TORDESILLAS;3;SUR;0012/02;FRUTALES;PERAL;;;;5
2010;47;165;TORDESILLAS;3;SUR;0012/07;FRUTALES;CEREZO Y GUINDO;;;;5
2010;47;165;TORDESILLAS;3;SUR;0012/18;FRUTALES;ALMENDRO;;2;;
2010;47;165;TORDESILLAS;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;10;69;;
2010;47;166;TORRECILLA DE LA ABADESA;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;75;371;;
2010;47;167;TORRECILLA DE LA ORDEN;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;98;;;
2010;47;169;TORRE DE ESGUEVA;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;14;;
2010;47;170;TORRE DE PEÑAFIEL;4;SURESTE I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;34;;
2010;47;172;TORRESCARCELA;4;SURESTE I;0012/01;FRUTALES;MANZANO;;2;;
2010;47;172;TORRESCARCELA;4;SURESTE I;0012/18;FRUTALES;ALMENDRO;;1;;
2010;47;173;TRASPINEDO;4;SURESTE I;0012/01;FRUTALES;MANZANO;;1;;
2010;47;173;TRASPINEDO;4;SURESTE I;0012/09;FRUTALES;CIRUELO;;1;;
2010;47;173;TRASPINEDO;4;SURESTE I;0012/10;FRUTALES;HIGUERA;;1;;
2010;47;173;TRASPINEDO;4;SURESTE I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;17;;
2010;47;174;TRIGUEROS DEL VALLE;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;10;196;;10
2010;47;175;TUDELA DE DUERO;2;CENTRO I;0012/01;FRUTALES;MANZANO;;2;2;
2010;47;175;TUDELA DE DUERO;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;91;16;
2010;47;175;TUDELA DE DUERO;2;CENTRO I;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;;;14
2010;47;178;URUEÑA;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;7;;;
2010;47;178;URUEÑA;1;TIERRA DE CAMPOS;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;4;;;
2010;47;179;VALBUENA DE DUERO;4;SURESTE I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;191;16;84
2010;47;180;VALDEARCOS;4;SURESTE I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;24;;
2010;47;181;VALDENEBRO DE LOS VALLES;1;TIERRA DE CAMPOS;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;1;;
2010;47;182;VALDESTILLAS;3;SUR;0012/08;FRUTALES;MELOCOTONERO;;1;1;
2010;47;182;VALDESTILLAS;3;SUR;0012/18;FRUTALES;ALMENDRO;;1;;
2010;47;182;VALDESTILLAS;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;200;293;;
2010;47;182;VALDESTILLAS;3;SUR;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;2;;
2010;47;183;VALDUNQUILLO;1;TIERRA DE CAMPOS;0014/10;OLIVAR Y OTROS C.I.;MORERA Y OTROS;;1;;
2010;47;184;VALORIA LA BUENA;2;CENTRO I;0012/01;FRUTALES;MANZANO;;4;;8
2010;47;184;VALORIA LA BUENA;2;CENTRO I;0012/02;FRUTALES;PERAL;;;;6
2010;47;184;VALORIA LA BUENA;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;83;;
2010;47;184;VALORIA LA BUENA;2;CENTRO I;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;46;;
2010;47;186;VALLADOLID;2;CENTRO I;0012/01;FRUTALES;MANZANO;;;;2
2010;47;186;VALLADOLID;2;CENTRO I;0012/02;FRUTALES;PERAL;;;;2
2010;47;186;VALLADOLID;2;CENTRO I;0012/19;FRUTALES;NOGAL;7;;;
2010;47;186;VALLADOLID;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;16;;
2010;47;189;VELASCALVARO;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;8;20;;
2010;47;192;VENTOSA DE LA CUESTA;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;165;136;;
2010;47;195;VILLABAÑEZ;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;100;;
2010;47;198;VILLACARRALON;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;47;200;VILLACO;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;47;203;VILLAFRADES DE CAMPOS;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;47;204;VILLAFRANCA DE DUERO;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;42;52;;
2010;47;206;VILLAFUERTE;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;12;;
2010;47;207;VILLAGARCIA DE CAMPOS;1;TIERRA DE CAMPOS;0012/19;FRUTALES;NOGAL;;22;15;
2010;47;210;VILLALAR DE LOS COMUNEROS;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;6;11;;
2010;47;212;VILLALBA DE LOS ALCORES;2;CENTRO I;0012/18;FRUTALES;ALMENDRO;1;;;
2010;47;212;VILLALBA DE LOS ALCORES;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;;;
2010;47;212;VILLALBA DE LOS ALCORES;2;CENTRO I;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;;1;
2010;47;214;VILLALON DE CAMPOS;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;47;218;VILLANUEVA DE DUERO;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;14;390;;
2010;47;220;VILLANUEVA DE LOS CABALLEROS;1;TIERRA DE CAMPOS;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;47;221;VILLANUEVA DE LOS INFANTES;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;2;;
2010;47;224;VILLARMENTERO DE ESGUEVA;2;CENTRO I;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;4;;;
2010;47;226;VILLAVAQUERIN;2;CENTRO I;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;47;228;VILLAVERDE DE MEDINA;3;SUR;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;83;510;;
2010;47;232;ZARZA (LA);4;SURESTE I;0014/10;OLIVAR Y OTROS C.I.;MORERA Y OTROS;;;;1
2010;49;4;ALCUBILLA DE NOGALES;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;4;ALCUBILLA DE NOGALES;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;20;;
2010;49;6;ALGODRE;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;49;7;ALMARAZ DE DUERO;4;CAMPOS-PAN;0012/18;FRUTALES;ALMENDRO;;1;;
2010;49;7;ALMARAZ DE DUERO;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;42;;
2010;49;9;ANDAVIAS;4;CAMPOS-PAN;0012/01;FRUTALES;MANZANO;;1;1;
2010;49;9;ANDAVIAS;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;20;;
2010;49;10;ARCENILLAS;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;4;;
2010;49;11;ARCOS DE LA POLVOROSA;2;BENAVENTE Y LOS VALLES;0012/19;FRUTALES;NOGAL;;;1;
2010;49;11;ARCOS DE LA POLVOROSA;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;4;;
2010;49;12;ARGAÑIN;5;SAYAGO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;20;;
2010;49;13;ARGUJILLO;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;;2;;
2010;49;13;ARGUJILLO;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;122;;
2010;49;15;ARRABALDE;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;51;;
2010;49;18;AYOO DE VIDRIALES;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;1;;
2010;49;18;AYOO DE VIDRIALES;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;96;;
2010;49;20;BELVER DE LOS MONTES;4;CAMPOS-PAN;0012/01;FRUTALES;MANZANO;;;1;
2010;49;20;BELVER DE LOS MONTES;4;CAMPOS-PAN;0012/19;FRUTALES;NOGAL;;;9;
2010;49;20;BELVER DE LOS MONTES;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;49;21;BENAVENTE;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;3
2010;49;21;BENAVENTE;2;BENAVENTE Y LOS VALLES;0012/02;FRUTALES;PERAL;;;;2
2010;49;21;BENAVENTE;2;BENAVENTE Y LOS VALLES;0012/08;FRUTALES;MELOCOTONERO;;;;1
2010;49;21;BENAVENTE;2;BENAVENTE Y LOS VALLES;0012/18;FRUTALES;ALMENDRO;;;;1
2010;49;21;BENAVENTE;2;BENAVENTE Y LOS VALLES;0012/19;FRUTALES;NOGAL;;;;1
2010;49;21;BENAVENTE;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;42;;
2010;49;22;BENEGILES;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;14;;
2010;49;23;BERMILLO DE SAYAGO;5;SAYAGO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;49;24;BOVEDA DE TORO (LA);6;DUERO BAJO;0012/01;FRUTALES;MANZANO;;;;1
2010;49;24;BOVEDA DE TORO (LA);6;DUERO BAJO;0012/07;FRUTALES;CEREZO Y GUINDO;;;;1
2010;49;24;BOVEDA DE TORO (LA);6;DUERO BAJO;0012/08;FRUTALES;MELOCOTONERO;;1;;
2010;49;24;BOVEDA DE TORO (LA);6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;;8;;
2010;49;24;BOVEDA DE TORO (LA);6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;56;;
2010;49;24;BOVEDA DE TORO (LA);6;DUERO BAJO;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;2;;2;
2010;49;25;BRETO;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;25;BRETO;2;BENAVENTE Y LOS VALLES;0012/02;FRUTALES;PERAL;;;;1
2010;49;25;BRETO;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;16;;
2010;49;26;BRETOCINO;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;26;BRETOCINO;2;BENAVENTE Y LOS VALLES;0012/02;FRUTALES;PERAL;;;;1
2010;49;26;BRETOCINO;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;14;;
2010;49;27;BRIME DE SOG;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;27;BRIME DE SOG;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;4;106;;
2010;49;28;BRIME DE URZ;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;28;BRIME DE URZ;2;BENAVENTE Y LOS VALLES;0012/02;FRUTALES;PERAL;;;;1
2010;49;28;BRIME DE URZ;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;104;;
2010;49;29;BURGANES DE VALVERDE;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;13;;
2010;49;31;CABAÑAS DE SAYAGO;5;SAYAGO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;127;;
2010;49;32;CALZADILLA DE TERA;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;32;CALZADILLA DE TERA;2;BENAVENTE Y LOS VALLES;0012/02;FRUTALES;PERAL;;;;1
2010;49;32;CALZADILLA DE TERA;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;47;;
2010;49;33;CAMARZANA DE TERA;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;33;CAMARZANA DE TERA;2;BENAVENTE Y LOS VALLES;0012/02;FRUTALES;PERAL;;;;1
2010;49;33;CAMARZANA DE TERA;2;BENAVENTE Y LOS VALLES;0012/09;FRUTALES;CIRUELO;;;;1
2010;49;33;CAMARZANA DE TERA;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;260;;
2010;49;34;CAÑIZAL;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;21;;
2010;49;36;CARBAJALES DE ALBA;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;49;38;CASASECA DE CAMPEAN;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;45;;
2010;49;39;CASASECA DE LAS CHANAS;6;DUERO BAJO;0012/01;FRUTALES;MANZANO;;;;1
2010;49;39;CASASECA DE LAS CHANAS;6;DUERO BAJO;0012/02;FRUTALES;PERAL;;1;;
2010;49;39;CASASECA DE LAS CHANAS;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;39;;
2010;49;41;CASTROGONZALO;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;49;42;CASTRONUEVO;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;49;44;CAZURRA;6;DUERO BAJO;0012/01;FRUTALES;MANZANO;;1;;
2010;49;44;CAZURRA;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;49;46;CERECINOS DE CAMPOS;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;5;;
2010;49;48;CERNADILLA;1;SANABRIA;0012/01;FRUTALES;MANZANO;;1;;
2010;49;50;COBREROS;1;SANABRIA;0012/01;FRUTALES;MANZANO;;35;;
2010;49;50;COBREROS;1;SANABRIA;0012/02;FRUTALES;PERAL;;12;;
2010;49;52;COOMONTE;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;52;COOMONTE;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;29;;
2010;49;53;CORESES;4;CAMPOS-PAN;0012/01;FRUTALES;MANZANO;;;;1
2010;49;53;CORESES;4;CAMPOS-PAN;0012/18;FRUTALES;ALMENDRO;;1;;
2010;49;53;CORESES;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;54;;2
2010;49;54;CORRALES;6;DUERO BAJO;0012/01;FRUTALES;MANZANO;;;;1
2010;49;54;CORRALES;6;DUERO BAJO;0012/02;FRUTALES;PERAL;;;;1
2010;49;54;CORRALES;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;;2;;
2010;49;54;CORRALES;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;160;;
2010;49;55;COTANES;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;6;;
2010;49;56;CUBILLOS;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;10;;
2010;49;57;CUBO DE BENAVENTE;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;1;;
2010;49;57;CUBO DE BENAVENTE;2;BENAVENTE Y LOS VALLES;0012/02;FRUTALES;PERAL;;1;;
2010;49;57;CUBO DE BENAVENTE;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;57;;
2010;49;58;CUBO DE TIERRA DEL VINO (EL);6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;57;;
2010;49;59;CUELGAMURES;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;21;;
2010;49;61;ENTRALA;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;;1;;
2010;49;61;ENTRALA;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;7;;
2010;49;62;ESPADAÑEDO;1;SANABRIA;0012/01;FRUTALES;MANZANO;;1;;
2010;49;63;FARAMONTANOS DE TABARA;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;27;;
2010;49;64;FARIZA;5;SAYAGO;0012/18;FRUTALES;ALMENDRO;;2;;
2010;49;64;FARIZA;5;SAYAGO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;75;;
2010;49;64;FARIZA;5;SAYAGO;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;;3;;
2010;49;65;FERMOSELLE;5;SAYAGO;0012/01;FRUTALES;MANZANO;;19;;
2010;49;65;FERMOSELLE;5;SAYAGO;0012/02;FRUTALES;PERAL;;1;;
2010;49;65;FERMOSELLE;5;SAYAGO;0012/06;FRUTALES;ALBARICOQUERO;;1;;
2010;49;65;FERMOSELLE;5;SAYAGO;0012/07;FRUTALES;CEREZO Y GUINDO;;1;;
2010;49;65;FERMOSELLE;5;SAYAGO;0012/08;FRUTALES;MELOCOTONERO;;2;;
2010;49;65;FERMOSELLE;5;SAYAGO;0012/09;FRUTALES;CIRUELO;;1;;
2010;49;65;FERMOSELLE;5;SAYAGO;0012/18;FRUTALES;ALMENDRO;2;20;;
2010;49;65;FERMOSELLE;5;SAYAGO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;1;666;;
2010;49;65;FERMOSELLE;5;SAYAGO;0014/02;OLIVAR Y OTROS C.I.;OLI ACEITUNA ACEITE;5;270;;
2010;49;66;FERRERAS DE ABAJO;3;ALISTE;0012/01;FRUTALES;MANZANO;;1;;
2010;49;66;FERRERAS DE ABAJO;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;67;;
2010;49;67;FERRERAS DE ARRIBA;1;SANABRIA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;17;;
2010;49;68;FERRERUELA;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;51;;
2010;49;69;FIGUERUELA DE ARRIBA;3;ALISTE;0012/01;FRUTALES;MANZANO;;;;2
2010;49;69;FIGUERUELA DE ARRIBA;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;42;;
2010;49;71;FONFRIA;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;35;;
2010;49;75;FRESNO DE LA POLVOROSA;2;BENAVENTE Y LOS VALLES;0015/00;VIVEROS;VIVEROS;;;;3
2010;49;76;FRESNO DE LA RIBERA;4;CAMPOS-PAN;0012/01;FRUTALES;MANZANO;;;;2
2010;49;76;FRESNO DE LA RIBERA;4;CAMPOS-PAN;0012/02;FRUTALES;PERAL;;;;2
2010;49;76;FRESNO DE LA RIBERA;4;CAMPOS-PAN;0012/08;FRUTALES;MELOCOTONERO;;;;1
2010;49;76;FRESNO DE LA RIBERA;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;27;;
2010;49;77;FRESNO DE SAYAGO;5;SAYAGO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;1;;
2010;49;78;FRIERA DE VALVERDE;2;BENAVENTE Y LOS VALLES;0012/01;FRUTALES;MANZANO;;;;1
2010;49;78;FRIERA DE VALVERDE;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;17;;
2010;49;79;FUENTE ENCALADA;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;2;104;;
2010;49;80;FUENTELAPEÑA;6;DUERO BAJO;0012/01;FRUTALES;MANZANO;;1;;
2010;49;80;FUENTELAPEÑA;6;DUERO BAJO;0012/02;FRUTALES;PERAL;;1;;
2010;49;80;FUENTELAPEÑA;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;;2;;
2010;49;80;FUENTELAPEÑA;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;27;;
2010;49;81;FUENTESAUCO;6;DUERO BAJO;0012/01;FRUTALES;MANZANO;;;;2
2010;49;81;FUENTESAUCO;6;DUERO BAJO;0012/02;FRUTALES;PERAL;;;;1
2010;49;81;FUENTESAUCO;6;DUERO BAJO;0012/08;FRUTALES;MELOCOTONERO;;;;1
2010;49;81;FUENTESAUCO;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;;6;;
2010;49;81;FUENTESAUCO;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;71;;
2010;49;82;FUENTES DE ROPEL;2;BENAVENTE Y LOS VALLES;0012/19;FRUTALES;NOGAL;;;;10
2010;49;82;FUENTES DE ROPEL;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;170;;
2010;49;84;FUENTESPREADAS;6;DUERO BAJO;0012/01;FRUTALES;MANZANO;;;;1
2010;49;84;FUENTESPREADAS;6;DUERO BAJO;0012/02;FRUTALES;PERAL;;;;1
2010;49;84;FUENTESPREADAS;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;;1;;
2010;49;84;FUENTESPREADAS;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;38;;
2010;49;85;GALENDE;1;SANABRIA;0012/01;FRUTALES;MANZANO;;2;;
2010;49;85;GALENDE;1;SANABRIA;0012/02;FRUTALES;PERAL;;1;;
2010;49;86;GALLEGOS DEL PAN;4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;3;;
2010;49;87;GALLEGOS DEL RIO;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;94;;
2010;49;88;GAMONES;5;SAYAGO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;24;;
2010;49;90;GEMA;6;DUERO BAJO;0012/01;FRUTALES;MANZANO;;;;1
2010;49;90;GEMA;6;DUERO BAJO;0012/02;FRUTALES;PERAL;;;;1
2010;49;90;GEMA;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;1;3;;
2010;49;90;GEMA;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;14;;
2010;49;91;GRANJA DE MORERUELA;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;37;;
2010;49;92;GRANUCILLO;2;BENAVENTE Y LOS VALLES;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;112;;
2010;49;93;GUARRATE;6;DUERO BAJO;0012/08;FRUTALES;MELOCOTONERO;;1;;
2010;49;93;GUARRATE;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;;1;;
2010;49;93;GUARRATE;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;3;56;;
2010;49;95;HINIESTA (LA);4;CAMPOS-PAN;0012/01;FRUTALES;MANZANO;;;;1
2010;49;95;HINIESTA (LA);4;CAMPOS-PAN;0012/02;FRUTALES;PERAL;;;;1
2010;49;95;HINIESTA (LA);4;CAMPOS-PAN;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;2;;
2010;49;96;JAMBRINA;6;DUERO BAJO;0012/18;FRUTALES;ALMENDRO;1;3;;
2010;49;96;JAMBRINA;6;DUERO BAJO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;11;;
2010;49;97;JUSTEL;1;SANABRIA;0012/01;FRUTALES;MANZANO;;2;;
2010;49;97;JUSTEL;1;SANABRIA;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;15;;
2010;49;98;LOSACINO;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;14;;
2010;49;99;LOSACIO;3;ALISTE;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;8;;
2010;49;100;LUBIAN;1;SANABRIA;0012/01;FRUTALES;MANZANO;;5;;
2010;49;100;LUBIAN;1;SANABRIA;0012/02;FRUTALES;PERAL;;1;;
2010;49;101;LUELMO;5;SAYAGO;0013/02;VIÑEDO;VIÑEDO DE UVA VINO;;23;;
